,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
260,261,Mason Plumlee,DEN,30,61,38,23,17.3,7.2,            2.9,            4.7,61.5,            0.0,            0.1,0.0,1.4,2.5,53.5,            1.6,            3.6,            5.2,            2.5,            1.3,            0.5,            0.6,            2.3,            19.3          ,2,0,-0.9
261,262,Rajon Rondo,LAL,34,48,37,11,20.5,7.1,            2.9,            6.8,41.8,            0.9,            2.6,32.8,0.6,0.9,65.9,            0.5,            2.5,            3.0,            5.0,            1.9,            0.8,            0.0,            1.2,            18.9          ,2,0,0.9
262,263,Jeremiah Martin,BKN,24,9,6,3,11.0,7.1,            2.7,            5.9,45.3,            0.6,            2.0,27.8,1.2,1.6,78.6,            0.1,            1.0,            1.1,            2.0,            0.4,            0.8,            0.2,            0.8,            14.0          ,0,0,-1.9
263,264,Tyler Johnson,BKN,28,39,16,23,18.2,7.0,            2.5,            6.4,38.8,            1.0,            3.1,31.9,1.1,1.3,84.0,            0.5,            1.5,            1.9,            1.9,            0.7,            0.4,            0.2,            1.5,            13.4          ,0,0,-2.6
264,265,Zach Collins,POR,22,11,8,3,26.4,7.0,            2.9,            6.2,47.1,            0.6,            1.7,36.8,0.5,0.7,75.0,            2.3,            4.0,            6.3,            1.5,            1.3,            0.5,            0.5,            3.3,            18.2          ,0,0,3.3
265,266,Rondae Hollis-Jefferson,TOR,25,60,43,17,18.7,7.0,            2.6,            5.5,47.1,            0.1,            0.4,13.0,1.8,2.4,73.4,            1.8,            2.9,            4.7,            1.8,            1.0,            0.8,            0.4,            1.9,            17.7          ,2,0,1.3
266,267,P.J. Tucker,HOU,35,72,44,28,34.3,6.9,            2.5,            5.9,41.5,            1.5,            4.2,35.8,0.5,0.7,81.3,            1.6,            5.1,            6.6,            1.6,            1.0,            1.1,            0.5,            3.2,            21.0          ,6,0,2.2
267,268,Hamidou Diallo,OKC,21,46,25,21,19.5,6.9,            2.9,            6.4,44.6,            0.3,            1.2,28.1,0.8,1.4,60.3,            1.0,            2.7,            3.6,            0.8,            1.1,            0.8,            0.2,            2.2,            14.3          ,3,0,0.3
268,269,Delon Wright,DAL,28,73,42,31,21.5,6.9,            2.6,            5.6,46.2,            0.6,            1.7,37.0,1.1,1.4,77.0,            1.0,            2.9,            3.8,            3.3,            1.0,            1.2,            0.3,            1.3,            19.9          ,1,0,0.5
269,270,Frank Mason,MIL,26,9,6,3,13.1,6.9,            2.6,            5.7,45.1,            0.7,            2.3,28.6,1.1,1.9,58.8,            0.6,            1.6,            2.1,            3.2,            1.2,            0.6,            0.1,            1.2,            15.0          ,0,0,0.2
270,271,Harry Giles III,SAC,22,46,22,24,14.5,6.9,            3.0,            5.5,55.4,            0.0,            0.0,0.0,0.8,1.1,77.6,            0.9,            3.2,            4.1,            1.3,            1.0,            0.5,            0.4,            2.6,            15.4          ,2,0,-2.8
271,272,Brad Wanamaker,BOS,30,71,48,23,19.3,6.9,            2.3,            5.1,44.8,            0.5,            1.4,36.3,1.8,1.9,92.6,            0.3,            1.7,            2.0,            2.5,            1.1,            0.9,            0.2,            1.9,            15.2          ,0,0,1.9
272,273,Denzel Valentine,CHI,26,36,12,24,13.6,6.8,            2.7,            6.6,40.9,            1.3,            3.8,33.6,0.2,0.2,75.0,            0.3,            1.8,            2.1,            1.2,            0.7,            0.7,            0.2,            1.4,            13.0          ,0,0,-1.1
273,274,JaMychal Green,LAC,30,63,43,20,20.7,6.8,            2.4,            5.6,42.9,            1.5,            3.8,38.7,0.6,0.8,75.0,            1.2,            4.9,            6.2,            0.8,            0.9,            0.5,            0.4,            2.8,            17.0          ,7,0,2.4
274,275,Luguentz Dort,OKC,21,36,26,10,22.8,6.8,            2.4,            6.1,39.4,            0.8,            2.8,29.7,1.2,1.5,79.2,            0.7,            1.6,            2.3,            0.8,            0.6,            0.9,            0.1,            2.7,            12.9          ,0,0,1.5
275,276,Damyean Dotson,NYK,26,48,14,34,17.4,6.7,            2.5,            6.0,41.4,            1.2,            3.4,36.2,0.5,0.7,66.7,            0.2,            1.7,            1.9,            1.2,            0.4,            0.5,            0.1,            0.9,            12.0          ,0,0,-1.8
276,276,Dragan Bender,GSW,22,16,10,6,17.8,6.7,            2.6,            5.8,44.6,            0.9,            2.7,34.9,0.6,0.9,71.4,            1.0,            3.6,            4.6,            1.8,            1.3,            0.3,            0.6,            2.6,            15.9          ,0,0,-0.3
277,278,Kyle Korver,MIL,39,58,43,15,16.6,6.7,            2.2,            5.1,43.0,            1.7,            4.1,41.8,0.6,0.7,85.4,            0.3,            1.8,            2.1,            1.2,            0.8,            0.4,            0.2,            1.3,            12.1          ,0,0,2.2
278,279,Chris Boucher,TOR,27,62,45,17,13.2,6.6,            2.3,            4.8,47.2,            0.6,            1.9,32.2,1.5,1.9,78.4,            1.7,            2.7,            4.5,            0.4,            0.5,            0.4,            1.0,            1.8,            16.2          ,5,0,1.6
279,280,Nicolo Melli,NOP,29,60,26,34,17.4,6.6,            2.3,            5.4,42.1,            1.2,            3.4,33.5,0.9,1.2,74.0,            0.6,            2.4,            3.0,            1.4,            0.8,            0.6,            0.4,            2.1,            14.3          ,0,0,-1.5
280,281,James Ennis III,ORL,29,69,42,27,18.3,6.6,            2.3,            5.2,44.6,            0.8,            2.4,32.5,1.1,1.4,80.6,            1.0,            2.5,            3.6,            0.9,            0.8,            0.5,            0.3,            2.0,            13.8          ,1,0,0.0
281,282,Ersan Ilyasova,MIL,33,63,48,15,15.7,6.6,            2.3,            5.0,46.6,            0.8,            2.2,36.5,1.1,1.4,82.8,            1.0,            3.8,            4.8,            0.8,            0.5,            0.4,            0.3,            1.5,            14.9          ,5,0,1.3
282,283,Boban Marjanovic,DAL,31,44,21,23,9.6,6.6,            2.8,            4.8,57.3,            0.1,            0.4,23.5,1.0,1.3,75.4,            1.5,            3.0,            4.5,            0.5,            0.7,            0.2,            0.2,            1.3,            13.2          ,6,0,1.1
283,284,JaVale McGee,LAL,32,68,51,17,16.6,6.6,            2.9,            4.5,63.7,            0.0,            0.1,50.0,0.8,1.2,64.6,            1.8,            3.9,            5.7,            0.5,            0.8,            0.5,            1.4,            2.3,            19.2          ,2,0,1.9
284,285,Keita Bates-Diop,DEN,24,44,10,34,16.9,6.5,            2.3,            5.3,42.7,            0.8,            2.3,33.0,1.2,1.7,72.0,            0.6,            2.3,            2.9,            0.7,            0.4,            0.4,            0.5,            1.0,            13.6          ,0,0,-3.9
285,286,T.J. McConnell,IND,28,71,44,27,18.7,6.5,            3.0,            5.8,51.6,            0.1,            0.2,29.4,0.5,0.6,83.3,            0.5,            2.1,            2.7,            5.0,            1.4,            0.8,            0.2,            1.0,            18.7          ,2,0,0.7
286,287,Allonzo Trier,NYK,24,24,2,22,12.1,6.5,            2.1,            4.4,48.1,            0.8,            2.2,35.8,1.4,1.8,79.1,            0.3,            1.0,            1.2,            1.2,            0.9,            0.1,            0.2,            1.2,            9.6          ,0,0,-3.0
287,288,Kevin Knox II,NYK,20,65,21,44,17.9,6.4,            2.2,            6.2,35.9,            1.0,            3.1,32.7,1.0,1.6,65.3,            0.4,            2.4,            2.8,            0.9,            0.7,            0.4,            0.4,            1.6,            12.9          ,0,0,-2.8
288,289,Trey Lyles,SAS,24,63,27,36,20.2,6.4,            2.4,            5.4,44.6,            1.0,            2.7,38.7,0.5,0.7,73.3,            1.1,            4.6,            5.7,            1.1,            0.6,            0.4,            0.4,            1.6,            17.0          ,2,0,-0.9
289,290,CJ Miles,WAS,33,10,4,6,16.1,6.4,            1.9,            5.9,32.2,            1.1,            3.5,31.4,1.5,2.0,75.0,            0.4,            0.8,            1.2,            1.2,            0.4,            1.0,            0.4,            1.4,            13.4          ,0,0,-0.8
290,291,Sekou Doumbouya,DET,19,38,10,28,19.8,6.4,            2.4,            6.2,39.0,            0.7,            2.6,28.6,0.8,1.2,67.4,            0.5,            2.6,            3.1,            0.5,            0.9,            0.5,            0.2,            2.1,            12.2          ,2,0,-4.6
291,292,Lonnie Walker IV,SAS,21,61,29,32,16.2,6.4,            2.5,            5.9,42.6,            0.7,            1.7,40.6,0.7,1.0,72.1,            0.4,            1.9,            2.3,            1.1,            0.7,            0.5,            0.2,            1.3,            12.3          ,0,0,-0.1
292,293,Cory Joseph,SAC,28,72,31,41,24.4,6.4,            2.4,            5.7,41.5,            0.8,            2.2,35.2,0.8,1.0,85.7,            0.6,            2.0,            2.6,            3.5,            1.1,            0.7,            0.3,            1.8,            16.7          ,0,0,-0.6
293,294,Kelan Martin,MIN,24,31,12,19,16.0,6.4,            2.3,            5.8,39.2,            0.8,            3.1,26.0,1.0,1.0,96.8,            0.4,            2.7,            3.1,            0.7,            0.6,            0.2,            0.3,            1.6,            12.1          ,0,0,-0.7
294,295,Royce O'Neale,UTA,27,71,44,27,28.9,6.3,            2.2,            5.1,43.3,            1.3,            3.4,37.7,0.6,0.8,76.4,            0.4,            5.1,            5.5,            2.5,            0.9,            0.8,            0.5,            2.8,            19.7          ,2,0,3.0
295,296,Marco Belinelli,SAS,34,57,27,30,15.5,6.3,            2.2,            5.5,39.2,            1.2,            3.1,37.6,0.8,1.0,82.8,            0.1,            1.6,            1.7,            1.2,            0.3,            0.2,            0.0,            0.8,            10.6          ,0,0,0.3
296,297,Frank Jackson,NOP,22,59,26,33,13.5,6.3,            2.3,            5.6,40.5,            0.8,            2.4,32.6,0.9,1.3,74.7,            0.4,            1.0,            1.4,            1.0,            0.8,            0.3,            0.1,            1.3,            9.8          ,0,0,-1.0
297,298,Abdel Nader,OKC,26,55,37,18,15.8,6.3,            2.2,            4.8,46.8,            0.9,            2.3,37.5,0.9,1.2,77.3,            0.3,            1.6,            1.8,            0.7,            0.8,            0.4,            0.4,            1.4,            11.1          ,0,0,-1.5
298,299,Frank Ntilikina,NYK,21,57,19,38,20.8,6.3,            2.3,            5.8,39.3,            0.8,            2.4,32.1,0.9,1.0,86.4,            0.4,            1.7,            2.1,            3.0,            1.2,            0.9,            0.3,            2.5,            15.8          ,1,0,-1.7
299,300,Caleb Martin,CHA,24,18,6,12,17.6,6.2,            2.1,            4.7,44.0,            1.1,            2.1,54.1,0.9,1.2,81.0,            0.6,            1.6,            2.1,            1.3,            0.8,            0.7,            0.4,            1.8,            13.0          ,0,0,0.3
300,301,Willy Hernangomez,CHA,26,31,7,24,12.1,6.1,            2.4,            4.5,53.2,            0.2,            0.7,22.7,1.2,1.9,62.7,            1.4,            2.9,            4.3,            0.9,            1.0,            0.3,            0.2,            1.0,            13.4          ,2,0,-0.6
301,302,Taj Gibson,NYK,35,62,21,41,16.5,6.1,            2.7,            4.6,58.4,            0.1,            0.2,28.6,0.7,0.9,73.2,            1.8,            2.5,            4.3,            0.8,            0.8,            0.4,            0.5,            2.0,            14.5          ,0,0,-4.2
302,303,Brandon Goodwin,ATL,24,34,13,21,12.7,6.1,            2.2,            5.6,40.0,            0.8,            2.6,29.9,0.8,0.9,93.3,            0.3,            1.8,            2.1,            1.5,            0.9,            0.4,            0.1,            1.3,            11.4          ,0,0,-3.8
